1950,USA,0.14
1950,CAN,0.02
1950,WEU,0.12
1950,JPK,0.01
1950,ANZ,0.01
1950,EEU,0.03
1950,FSU,0.02
1950,MDE,0.02
1950,CAM,0.02
1950,LAM,0.13
1950,SAS,0.18
1950,SEA,0.05
1950,CHI,0.06
1950,MAF,0.05
1950,SSA,0.09
1950,SIS,0
1951,USA,0.14
1951,CAN,0.02
1951,WEU,0.12
1951,JPK,0.01
1951,ANZ,0.01
1951,EEU,0.03
1951,FSU,0.02
1951,MDE,0.02
1951,CAM,0.02
1951,LAM,0.13
1951,SAS,0.18
1951,SEA,0.05
1951,CHI,0.06
1951,MAF,0.05
1951,SSA,0.09
1951,SIS,0
1952,USA,0.14
1952,CAN,0.02
1952,WEU,0.12
1952,JPK,0.01
1952,ANZ,0.01
1952,EEU,0.03
1952,FSU,0.02
1952,MDE,0.02
1952,CAM,0.02
1952,LAM,0.13
1952,SAS,0.18
1952,SEA,0.05
1952,CHI,0.06
1952,MAF,0.05
1952,SSA,0.09
1952,SIS,0
1953,USA,0.14
1953,CAN,0.02
1953,WEU,0.12
1953,JPK,0.01
1953,ANZ,0.01
1953,EEU,0.03
1953,FSU,0.02
1953,MDE,0.02
1953,CAM,0.02
1953,LAM,0.13
1953,SAS,0.19
1953,SEA,0.05
1953,CHI,0.06
1953,MAF,0.05
1953,SSA,0.09
1953,SIS,0
1954,USA,0.14
1954,CAN,0.02
1954,WEU,0.12
1954,JPK,0.01
1954,ANZ,0.01
1954,EEU,0.03
1954,FSU,0.02
1954,MDE,0.02
1954,CAM,0.02
1954,LAM,0.13
1954,SAS,0.19
1954,SEA,0.05
1954,CHI,0.06
1954,MAF,0.05
1954,SSA,0.09
1954,SIS,0
1955,USA,0.15
1955,CAN,0.02
1955,WEU,0.12
1955,JPK,0.01
1955,ANZ,0.01
1955,EEU,0.03
1955,FSU,0.02
1955,MDE,0.02
1955,CAM,0.02
1955,LAM,0.13
1955,SAS,0.19
1955,SEA,0.05
1955,CHI,0.06
1955,MAF,0.05
1955,SSA,0.09
1955,SIS,0
1956,USA,0.15
1956,CAN,0.02
1956,WEU,0.12
1956,JPK,0.01
1956,ANZ,0.01
1956,EEU,0.03
1956,FSU,0.02
1956,MDE,0.02
1956,CAM,0.02
1956,LAM,0.13
1956,SAS,0.19
1956,SEA,0.05
1956,CHI,0.06
1956,MAF,0.05
1956,SSA,0.1
1956,SIS,0
1957,USA,0.15
1957,CAN,0.02
1957,WEU,0.12
1957,JPK,0.01
1957,ANZ,0.01
1957,EEU,0.03
1957,FSU,0.02
1957,MDE,0.02
1957,CAM,0.02
1957,LAM,0.13
1957,SAS,0.19
1957,SEA,0.05
1957,CHI,0.06
1957,MAF,0.05
1957,SSA,0.1
1957,SIS,0
1958,USA,0.15
1958,CAN,0.02
1958,WEU,0.12
1958,JPK,0.01
1958,ANZ,0.01
1958,EEU,0.03
1958,FSU,0.02
1958,MDE,0.02
1958,CAM,0.02
1958,LAM,0.13
1958,SAS,0.19
1958,SEA,0.05
1958,CHI,0.06
1958,MAF,0.05
1958,SSA,0.1
1958,SIS,0
1959,USA,0.15
1959,CAN,0.02
1959,WEU,0.12
1959,JPK,0.01
1959,ANZ,0.01
1959,EEU,0.03
1959,FSU,0.02
1959,MDE,0.02
1959,CAM,0.02
1959,LAM,0.13
1959,SAS,0.19
1959,SEA,0.05
1959,CHI,0.06
1959,MAF,0.05
1959,SSA,0.1
1959,SIS,0
1960,USA,0.25
1960,CAN,0.03
1960,WEU,0.21
1960,JPK,0.03
1960,ANZ,0.02
1960,EEU,0.05
1960,FSU,0.03
1960,MDE,0.04
1960,CAM,0.04
1960,LAM,0.22
1960,SAS,0.32
1960,SEA,0.09
1960,CHI,0.1
1960,MAF,0.09
1960,SSA,0.16
1960,SIS,0
1961,USA,0.25
1961,CAN,0.03
1961,WEU,0.21
1961,JPK,0.03
1961,ANZ,0.02
1961,EEU,0.05
1961,FSU,0.03
1961,MDE,0.04
1961,CAM,0.04
1961,LAM,0.22
1961,SAS,0.32
1961,SEA,0.09
1961,CHI,0.1
1961,MAF,0.09
1961,SSA,0.17
1961,SIS,0
1962,USA,0.25
1962,CAN,0.03
1962,WEU,0.21
1962,JPK,0.03
1962,ANZ,0.02
1962,EEU,0.05
1962,FSU,0.03
1962,MDE,0.04
1962,CAM,0.04
1962,LAM,0.22
1962,SAS,0.33
1962,SEA,0.09
1962,CHI,0.1
1962,MAF,0.09
1962,SSA,0.17
1962,SIS,0
1963,USA,0.26
1963,CAN,0.03
1963,WEU,0.21
1963,JPK,0.03
1963,ANZ,0.02
1963,EEU,0.06
1963,FSU,0.03
1963,MDE,0.04
1963,CAM,0.04
1963,LAM,0.23
1963,SAS,0.33
1963,SEA,0.09
1963,CHI,0.1
1963,MAF,0.09
1963,SSA,0.17
1963,SIS,0
1964,USA,0.26
1964,CAN,0.03
1964,WEU,0.21
1964,JPK,0.03
1964,ANZ,0.02
1964,EEU,0.06
1964,FSU,0.03
1964,MDE,0.04
1964,CAM,0.04
1964,LAM,0.23
1964,SAS,0.33
1964,SEA,0.09
1964,CHI,0.1
1964,MAF,0.09
1964,SSA,0.17
1964,SIS,0
1965,USA,0.26
1965,CAN,0.04
1965,WEU,0.21
1965,JPK,0.03
1965,ANZ,0.02
1965,EEU,0.06
1965,FSU,0.03
1965,MDE,0.04
1965,CAM,0.04
1965,LAM,0.23
1965,SAS,0.33
1965,SEA,0.09
1965,CHI,0.1
1965,MAF,0.09
1965,SSA,0.17
1965,SIS,0
1966,USA,0.26
1966,CAN,0.04
1966,WEU,0.21
1966,JPK,0.03
1966,ANZ,0.02
1966,EEU,0.06
1966,FSU,0.03
1966,MDE,0.04
1966,CAM,0.04
1966,LAM,0.23
1966,SAS,0.33
1966,SEA,0.1
1966,CHI,0.1
1966,MAF,0.09
1966,SSA,0.17
1966,SIS,0
1967,USA,0.26
1967,CAN,0.04
1967,WEU,0.22
1967,JPK,0.03
1967,ANZ,0.02
1967,EEU,0.06
1967,FSU,0.03
1967,MDE,0.04
1967,CAM,0.04
1967,LAM,0.23
1967,SAS,0.33
1967,SEA,0.1
1967,CHI,0.1
1967,MAF,0.09
1967,SSA,0.17
1967,SIS,0
1968,USA,0.26
1968,CAN,0.04
1968,WEU,0.22
1968,JPK,0.03
1968,ANZ,0.02
1968,EEU,0.06
1968,FSU,0.03
1968,MDE,0.04
1968,CAM,0.04
1968,LAM,0.23
1968,SAS,0.34
1968,SEA,0.1
1968,CHI,0.11
1968,MAF,0.09
1968,SSA,0.17
1968,SIS,0
1969,USA,0.26
1969,CAN,0.04
1969,WEU,0.22
1969,JPK,0.03
1969,ANZ,0.02
1969,EEU,0.06
1969,FSU,0.03
1969,MDE,0.04
1969,CAM,0.04
1969,LAM,0.23
1969,SAS,0.34
1969,SEA,0.1
1969,CHI,0.11
1969,MAF,0.09
1969,SSA,0.17
1969,SIS,0
1970,USA,0.38
1970,CAN,0.05
1970,WEU,0.31
1970,JPK,0.04
1970,ANZ,0.03
1970,EEU,0.08
1970,FSU,0.05
1970,MDE,0.06
1970,CAM,0.06
1970,LAM,0.34
1970,SAS,0.49
1970,SEA,0.14
1970,CHI,0.15
1970,MAF,0.13
1970,SSA,0.25
1970,SIS,0
1971,USA,0.38
1971,CAN,0.05
1971,WEU,0.32
1971,JPK,0.04
1971,ANZ,0.04
1971,EEU,0.08
1971,FSU,0.05
1971,MDE,0.06
1971,CAM,0.06
1971,LAM,0.34
1971,SAS,0.49
1971,SEA,0.14
1971,CHI,0.15
1971,MAF,0.13
1971,SSA,0.25
1971,SIS,0
1972,USA,0.38
1972,CAN,0.05
1972,WEU,0.32
1972,JPK,0.04
1972,ANZ,0.04
1972,EEU,0.08
1972,FSU,0.05
1972,MDE,0.06
1972,CAM,0.06
1972,LAM,0.34
1972,SAS,0.49
1972,SEA,0.14
1972,CHI,0.16
1972,MAF,0.13
1972,SSA,0.25
1972,SIS,0
1973,USA,0.39
1973,CAN,0.05
1973,WEU,0.32
1973,JPK,0.04
1973,ANZ,0.04
1973,EEU,0.08
1973,FSU,0.05
1973,MDE,0.06
1973,CAM,0.06
1973,LAM,0.34
1973,SAS,0.5
1973,SEA,0.14
1973,CHI,0.16
1973,MAF,0.13
1973,SSA,0.25
1973,SIS,0
1974,USA,0.39
1974,CAN,0.05
1974,WEU,0.32
1974,JPK,0.04
1974,ANZ,0.04
1974,EEU,0.08
1974,FSU,0.05
1974,MDE,0.06
1974,CAM,0.06
1974,LAM,0.34
1974,SAS,0.5
1974,SEA,0.14
1974,CHI,0.16
1974,MAF,0.13
1974,SSA,0.25
1974,SIS,0
1975,USA,0.39
1975,CAN,0.05
1975,WEU,0.32
1975,JPK,0.04
1975,ANZ,0.04
1975,EEU,0.08
1975,FSU,0.05
1975,MDE,0.06
1975,CAM,0.06
1975,LAM,0.34
1975,SAS,0.5
1975,SEA,0.14
1975,CHI,0.16
1975,MAF,0.13
1975,SSA,0.25
1975,SIS,0
1976,USA,0.39
1976,CAN,0.05
1976,WEU,0.33
1976,JPK,0.04
1976,ANZ,0.04
1976,EEU,0.08
1976,FSU,0.05
1976,MDE,0.06
1976,CAM,0.06
1976,LAM,0.35
1976,SAS,0.5
1976,SEA,0.14
1976,CHI,0.16
1976,MAF,0.13
1976,SSA,0.26
1976,SIS,0
1977,USA,0.39
1977,CAN,0.05
1977,WEU,0.33
1977,JPK,0.04
1977,ANZ,0.04
1977,EEU,0.09
1977,FSU,0.05
1977,MDE,0.06
1977,CAM,0.06
1977,LAM,0.35
1977,SAS,0.51
1977,SEA,0.15
1977,CHI,0.16
1977,MAF,0.14
1977,SSA,0.26
1977,SIS,0
1978,USA,0.4
1978,CAN,0.05
1978,WEU,0.33
1978,JPK,0.04
1978,ANZ,0.04
1978,EEU,0.09
